지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-07-30 00:01,26.9,0,59.8,1.4,71.8
119,수원,2023-07-30 00:02,26.9,0,30.3,2.8,71.6
119,수원,2023-07-30 00:03,26.9,0,39.8,1.5,71.5
119,수원,2023-07-30 00:04,26.9,0,26.6,.8,71.4
119,수원,2023-07-30 00:05,26.9,0,76.7,1,71.5
119,수원,2023-07-30 00:06,26.9,0,90.7,1.8,71.6
119,수원,2023-07-30 00:07,26.9,0,49.8,1.6,71.4
119,수원,2023-07-30 00:08,26.9,0,43.4,2.7,71.3
119,수원,2023-07-30 00:09,27,0,47.6,2.2,71.4
119,수원,2023-07-30 00:10,27,0,47.6,1.8,70.8
119,수원,2023-07-30 00:11,27,0,42.6,2.7,71.4
119,수원,2023-07-30 00:12,27,0,69.3,2.1,71.2
119,수원,2023-07-30 00:13,27,0,47.6,1.9,70.7
119,수원,2023-07-30 00:14,27.1,0,81.2,2.7,70.6
119,수원,2023-07-30 00:15,27.1,0,75.2,1.5,70.7
119,수원,2023-07-30 00:16,27.1,0,44.5,.8,70.7
119,수원,2023-07-30 00:17,27.1,0,117,.4,71.1
119,수원,2023-07-30 00:18,27.1,0,90.2,2.5,70.9
119,수원,2023-07-30 00:19,27.1,0,50.8,.7,70.8
119,수원,2023-07-30 00:20,27.1,0,52,1.6,70.8
119,수원,2023-07-30 00:21,27.1,0,61.3,.4,71
119,수원,2023-07-30 00:22,27,0,40.4,1,71.1
119,수원,2023-07-30 00:23,27,0,69,2,71.2
119,수원,2023-07-30 00:24,27,0,87.4,1.5,70.9
119,수원,2023-07-30 00:25,27,0,9.2,1.5,70.8
119,수원,2023-07-30 00:26,27,0,72.9,1,71.4
119,수원,2023-07-30 00:27,27,0,43,1,70.9
119,수원,2023-07-30 00:28,27,0,83.9,.8,70.9
119,수원,2023-07-30 00:29,27,0,73,2.2,70.9
119,수원,2023-07-30 00:30,27,0,42.8,.9,70.8
119,수원,2023-07-30 00:31,27.1,0,102.9,1.8,70.7
119,수원,2023-07-30 00:32,27.1,0,87.3,2.4,70.8
119,수원,2023-07-30 00:33,27.1,0,71.3,1.8,71
119,수원,2023-07-30 00:34,27.1,0,87.4,1.8,70.7
119,수원,2023-07-30 00:35,27.1,0,68.9,1,70.5
119,수원,2023-07-30 00:36,27.1,0,56.7,1.5,71
119,수원,2023-07-30 00:37,27.1,0,71.9,2.6,70.8
119,수원,2023-07-30 00:38,27.1,0,12.7,.8,70.8
119,수원,2023-07-30 00:39,27.1,0,20.3,1.3,71.2
119,수원,2023-07-30 00:40,27,0,14,1,70.9
119,수원,2023-07-30 00:41,27,0,41.7,.9,71.1
119,수원,2023-07-30 00:42,27,0,23.4,.9,71.2
119,수원,2023-07-30 00:43,27,0,12.7,2,71.5
119,수원,2023-07-30 00:44,27,0,35.1,2,71.5
119,수원,2023-07-30 00:45,26.9,0,27.3,1.1,72.1
119,수원,2023-07-30 00:46,26.9,0,10.2,.9,72.5
119,수원,2023-07-30 00:47,26.9,0,148.4,.6,72.4
119,수원,2023-07-30 00:48,26.8,0,356,.9,72.8
119,수원,2023-07-30 00:49,26.8,0,234.1,.9,72.8
119,수원,2023-07-30 00:50,26.7,0,22.2,1.1,72.2
119,수원,2023-07-30 00:51,26.7,0,2.9,.8,72.9
119,수원,2023-07-30 00:52,26.7,0,34.2,.9,72.9
119,수원,2023-07-30 00:53,26.7,0,29.7,1.1,73.4
119,수원,2023-07-30 00:54,26.6,0,11.2,.8,73
119,수원,2023-07-30 00:55,26.6,0,17.1,1.6,73.1
119,수원,2023-07-30 00:56,26.6,0,28.4,2,73.3
119,수원,2023-07-30 00:57,26.6,0,20.1,1.1,73
119,수원,2023-07-30 00:58,26.5,0,22.7,1.8,73.4
119,수원,2023-07-30 00:59,26.5,0,18.6,1.8,72.9
119,수원,2023-07-30 01:00,26.5,0,28.5,1,72.6
119,수원,2023-07-30 01:01,26.6,0,266.5,.9,72.5
119,수원,2023-07-30 01:02,26.6,0,2.9,1,72.5
119,수원,2023-07-30 01:03,26.5,0,8.2,1.4,73.2
119,수원,2023-07-30 01:04,26.5,0,23.5,1,73.4
119,수원,2023-07-30 01:05,26.5,0,16.3,1.2,73.9
119,수원,2023-07-30 01:06,26.5,0,15.6,1.1,72.8
119,수원,2023-07-30 01:07,26.5,0,38.3,1.1,73
119,수원,2023-07-30 01:08,26.5,0,69.2,.8,72.7
119,수원,2023-07-30 01:09,26.5,0,37.5,1.3,72.5
119,수원,2023-07-30 01:10,26.5,0,39.8,1,72.7
119,수원,2023-07-30 01:11,26.5,0,42.7,2,73
119,수원,2023-07-30 01:12,26.5,0,30,1.1,73.2
119,수원,2023-07-30 01:13,26.5,0,180.2,1.3,73
119,수원,2023-07-30 01:14,26.4,0,26.5,1,73.2
119,수원,2023-07-30 01:15,26.4,0,21.5,.9,73.2
119,수원,2023-07-30 01:16,26.4,0,35.7,1.3,73.5
119,수원,2023-07-30 01:17,26.4,0,47.7,1.6,73.5
119,수원,2023-07-30 01:18,26.4,0,42.8,1.3,73.1
119,수원,2023-07-30 01:19,26.4,0,33.3,1.6,73.8
119,수원,2023-07-30 01:20,26.4,0,28.1,1.1,73.2
119,수원,2023-07-30 01:21,26.4,0,24.2,1.1,73.7
119,수원,2023-07-30 01:22,26.3,0,33.2,1.8,73.5
119,수원,2023-07-30 01:23,26.3,0,54.2,1.2,73.5
119,수원,2023-07-30 01:24,26.3,0,73.3,.9,73.7
119,수원,2023-07-30 01:25,26.3,0,57.5,1,73.4
119,수원,2023-07-30 01:26,26.3,0,22.9,.9,73.4
119,수원,2023-07-30 01:27,26.3,0,56.2,1,73.5
119,수원,2023-07-30 01:28,26.3,0,56.3,.9,73.1
119,수원,2023-07-30 01:29,26.3,0,27,.7,73.5
119,수원,2023-07-30 01:30,26.3,0,20.8,.8,73.7
119,수원,2023-07-30 01:31,26.3,0,32.4,.9,73.8
119,수원,2023-07-30 01:32,26.3,0,50.2,.8,73.9
119,수원,2023-07-30 01:33,26.3,0,38.5,.6,74.1
119,수원,2023-07-30 01:34,26.3,0,64.9,1,73.9
119,수원,2023-07-30 01:35,26.3,0,61.6,.8,73.5
119,수원,2023-07-30 01:36,26.3,0,78.8,1.1,73.4
119,수원,2023-07-30 01:37,26.2,0,50.1,1.1,74.1
119,수원,2023-07-30 01:38,26.2,0,55.5,1,73.8
119,수원,2023-07-30 01:39,26.2,0,52.3,.9,74.6
119,수원,2023-07-30 01:40,26.2,0,38.4,1,74.5
119,수원,2023-07-30 01:41,26.2,0,22.1,.9,74.6
119,수원,2023-07-30 01:42,26.2,0,37.7,1.1,74.8
119,수원,2023-07-30 01:43,26.1,0,52.2,1.2,74.7
119,수원,2023-07-30 01:44,26.1,0,73.1,.7,75
119,수원,2023-07-30 01:45,26.1,0,23.6,.8,74.1
119,수원,2023-07-30 01:46,26.1,0,57.1,.6,74.1
119,수원,2023-07-30 01:47,26.1,0,29.4,1.3,74.1
119,수원,2023-07-30 01:48,26.1,0,72.7,1.3,74.1
119,수원,2023-07-30 01:49,26.1,0,47.3,1.2,74.4
119,수원,2023-07-30 01:50,26.1,0,46,1.3,73.9
119,수원,2023-07-30 01:51,26.1,0,36.3,1.3,74.5
119,수원,2023-07-30 01:52,26.1,0,34.6,.9,74.7
119,수원,2023-07-30 01:53,26.1,0,24.4,.8,75.2
119,수원,2023-07-30 01:54,26.1,0,44.5,1.5,75.1
119,수원,2023-07-30 01:55,26,0,37.6,1.2,74.6
119,수원,2023-07-30 01:56,26,0,12.2,1,74.8
119,수원,2023-07-30 01:57,26,0,17.2,.6,75
119,수원,2023-07-30 01:58,26,0,39.2,.6,75.2
119,수원,2023-07-30 01:59,26,0,43.5,.6,75.1
119,수원,2023-07-30 02:00,26,0,65.1,.6,75.1
119,수원,2023-07-30 02:01,26,0,33.7,.7,74.6
119,수원,2023-07-30 02:02,26,0,47.9,1.1,74
119,수원,2023-07-30 02:03,26,0,56.3,.6,74.1
119,수원,2023-07-30 02:04,26,0,61.4,.6,74
119,수원,2023-07-30 02:05,26,0,58,.6,73.8
119,수원,2023-07-30 02:06,26,0,53.5,.8,74.3
119,수원,2023-07-30 02:07,26,0,57.5,.8,75.1
119,수원,2023-07-30 02:08,26,0,61.2,.4,75.6
119,수원,2023-07-30 02:09,25.9,0,56.3,.7,76.1
119,수원,2023-07-30 02:10,25.9,0,69.3,.9,75.9
119,수원,2023-07-30 02:11,25.9,0,82.9,.9,75.9
119,수원,2023-07-30 02:12,25.9,0,111.2,.8,75.9
119,수원,2023-07-30 02:13,25.9,0,118.3,1.1,75.7
119,수원,2023-07-30 02:14,25.9,0,133.5,1.3,75.5
119,수원,2023-07-30 02:15,25.9,0,121.3,1.5,75.2
119,수원,2023-07-30 02:16,25.9,0,129.6,1.5,75
119,수원,2023-07-30 02:17,25.9,0,114.8,1,75.2
119,수원,2023-07-30 02:18,25.9,0,104.4,.7,75.1
119,수원,2023-07-30 02:19,25.9,0,108.9,.9,75.4
119,수원,2023-07-30 02:20,25.9,0,124,1,76
119,수원,2023-07-30 02:21,25.8,0,63.7,.4,76.7
119,수원,2023-07-30 02:22,25.8,0,82.8,.7,76.9
119,수원,2023-07-30 02:23,25.8,0,99.8,.7,77.2
119,수원,2023-07-30 02:24,25.7,0,108.4,.8,77
119,수원,2023-07-30 02:25,25.7,0,112.2,1,76.7
119,수원,2023-07-30 02:26,25.7,0,126.8,.8,76.7
119,수원,2023-07-30 02:27,25.7,0,123.7,.8,76.6
119,수원,2023-07-30 02:28,25.7,0,144.3,1,77
119,수원,2023-07-30 02:29,25.7,0,157.5,.8,77.1
119,수원,2023-07-30 02:30,25.7,0,138.8,.9,77
119,수원,2023-07-30 02:31,25.6,0,142.5,.6,77.7
119,수원,2023-07-30 02:32,25.6,0,130.3,.6,77.7
119,수원,2023-07-30 02:33,25.6,0,127.3,.8,77.7
119,수원,2023-07-30 02:34,25.6,0,126.2,.9,77.8
119,수원,2023-07-30 02:35,25.5,0,127.1,.6,78.2
119,수원,2023-07-30 02:36,25.5,0,122.1,.7,77.8
119,수원,2023-07-30 02:37,25.5,0,128.5,.7,78
119,수원,2023-07-30 02:38,25.5,0,111.8,.9,77.9
119,수원,2023-07-30 02:39,25.5,0,111.3,.7,78.1
119,수원,2023-07-30 02:40,25.5,0,116.8,.7,78.1
119,수원,2023-07-30 02:41,25.5,0,113.6,.3,78.6
119,수원,2023-07-30 02:42,25.4,0,116.6,0,78.8
119,수원,2023-07-30 02:43,25.4,0,105.4,0,79.3
119,수원,2023-07-30 02:44,25.3,0,126,0,79.4
119,수원,2023-07-30 02:45,25.3,0,132.2,0,79.5
119,수원,2023-07-30 02:46,25.3,0,129.8,0,80.5
119,수원,2023-07-30 02:47,25.3,0,136.3,0,80.5
119,수원,2023-07-30 02:48,25.3,0,139,0,79.6
119,수원,2023-07-30 02:49,25.3,0,157.5,0,79.3
119,수원,2023-07-30 02:50,25.3,0,144.5,0,79.2
119,수원,2023-07-30 02:51,25.3,0,143.8,0,79.1
119,수원,2023-07-30 02:52,25.3,0,153.3,0,79.1
119,수원,2023-07-30 02:53,25.3,0,129.5,0,79.2
119,수원,2023-07-30 02:54,25.3,0,128.3,0,79.5
119,수원,2023-07-30 02:55,25.2,0,122.6,0,80
119,수원,2023-07-30 02:56,25.2,0,106.9,0,80.5
119,수원,2023-07-30 02:57,25.2,0,85.8,0,81.1
119,수원,2023-07-30 02:58,25.1,0,92.8,0,81.1
119,수원,2023-07-30 02:59,25.1,0,40.6,0,81.3
119,수원,2023-07-30 03:00,25,0,67.1,0,81.5
119,수원,2023-07-30 03:01,25,0,56.7,0,81.7
119,수원,2023-07-30 03:02,25,0,13.9,0,81.8
119,수원,2023-07-30 03:03,25,0,15,0,81.9
119,수원,2023-07-30 03:04,25,0,3.6,0,81.8
119,수원,2023-07-30 03:05,24.9,0,20.2,0,82.2
119,수원,2023-07-30 03:06,24.9,0,357,0,82
119,수원,2023-07-30 03:07,24.9,0,313.2,0,82.3
119,수원,2023-07-30 03:08,24.8,0,311.5,0,82.7
119,수원,2023-07-30 03:09,24.8,0,280.2,.6,82.9
119,수원,2023-07-30 03:10,24.8,0,249,.6,82.4
119,수원,2023-07-30 03:11,24.8,0,281.3,.5,82.6
119,수원,2023-07-30 03:12,24.8,0,237.9,.1,83.1
119,수원,2023-07-30 03:13,24.8,0,288.4,.6,83.7
119,수원,2023-07-30 03:14,24.8,0,291.1,1,83.7
119,수원,2023-07-30 03:15,24.7,0,301.3,1.2,83.4
119,수원,2023-07-30 03:16,24.7,0,317.6,1.1,83.7
119,수원,2023-07-30 03:17,24.7,0,319.8,1.1,83.7
119,수원,2023-07-30 03:18,24.7,0,324.9,1.1,83.8
119,수원,2023-07-30 03:19,24.6,0,330,.9,84.1
119,수원,2023-07-30 03:20,24.6,0,319,1.4,83.9
119,수원,2023-07-30 03:21,24.6,0,317.4,1.1,83.9
119,수원,2023-07-30 03:22,24.6,0,320.7,1.1,83.7
119,수원,2023-07-30 03:23,24.6,0,320.3,.9,83.5
119,수원,2023-07-30 03:24,24.6,0,305.8,1,83.4
119,수원,2023-07-30 03:25,24.6,0,303.5,.6,83.4
119,수원,2023-07-30 03:26,24.6,0,309.3,.7,83.4
119,수원,2023-07-30 03:27,24.6,0,285.1,.6,83.4
119,수원,2023-07-30 03:28,24.5,0,246.2,.1,83.5
119,수원,2023-07-30 03:29,24.5,0,301.3,.4,83.7
119,수원,2023-07-30 03:30,24.5,0,246.1,.4,83.8
