지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-09-13 00:01,23.2,0,245.5,.4,83.5
119,수원,2023-09-13 00:02,23.2,0,247.4,.4,83.3
119,수원,2023-09-13 00:03,23.2,0,242,.1,83.4
119,수원,2023-09-13 00:04,23.2,0,291.2,.6,83.6
119,수원,2023-09-13 00:05,23.1,0,281.6,0,83.6
119,수원,2023-09-13 00:06,23.1,0,256.5,0,83.4
119,수원,2023-09-13 00:07,23.1,0,283,0,83.6
119,수원,2023-09-13 00:08,23.1,0,269.9,0,84.3
119,수원,2023-09-13 00:09,23.1,0,270,0,84.6
119,수원,2023-09-13 00:10,23.1,0,263.7,0,84.5
119,수원,2023-09-13 00:11,23.1,0,275.5,0,84.8
119,수원,2023-09-13 00:12,23,0,269.2,0,84.9
119,수원,2023-09-13 00:13,23,0,257.7,0,85.1
119,수원,2023-09-13 00:14,23,0,270.1,0,85.1
119,수원,2023-09-13 00:15,23,0,247.3,0,85.2
119,수원,2023-09-13 00:16,23,0,238.4,0,85
119,수원,2023-09-13 00:17,23,0,302.5,0,84.6
119,수원,2023-09-13 00:18,23,0,290.3,0,84.5
119,수원,2023-09-13 00:19,23,0,265.7,0,84.5
119,수원,2023-09-13 00:20,23,0,277.5,0,84.2
119,수원,2023-09-13 00:21,23,0,270.1,0,84.2
119,수원,2023-09-13 00:22,23,0,298.8,0,84
119,수원,2023-09-13 00:23,23,0,286.7,0,83.9
119,수원,2023-09-13 00:24,23,0,284.3,0,83.8
119,수원,2023-09-13 00:25,23,0,280.7,0,83.9
119,수원,2023-09-13 00:26,23,0,272.3,0,83.9
119,수원,2023-09-13 00:27,23,0,289,0,83.9
119,수원,2023-09-13 00:28,23,0,265.7,0,84.1
119,수원,2023-09-13 00:29,23,0,254.3,0,83.8
119,수원,2023-09-13 00:30,23,0,260.2,0,83.9
119,수원,2023-09-13 00:31,22.9,0,247.9,0,84.1
119,수원,2023-09-13 00:32,22.9,0,238.5,0,84.4
119,수원,2023-09-13 00:33,22.9,0,177.6,0,84.5
119,수원,2023-09-13 00:34,22.9,0,162.6,0,84.5
119,수원,2023-09-13 00:35,22.9,0,174.2,0,84.4
119,수원,2023-09-13 00:36,22.9,0,175,0,84.5
119,수원,2023-09-13 00:37,22.9,0,193.4,0,84.4
119,수원,2023-09-13 00:38,22.9,0,180.6,0,84.2
119,수원,2023-09-13 00:39,22.9,0,169.6,0,84.4
119,수원,2023-09-13 00:40,22.9,0,122.6,0,84.4
119,수원,2023-09-13 00:41,22.9,0,112.5,0,84.3
119,수원,2023-09-13 00:42,22.9,0,109.7,0,84.6
119,수원,2023-09-13 00:43,22.9,0,111.7,0,84.7
119,수원,2023-09-13 00:44,22.9,0,99.9,0,84.7
119,수원,2023-09-13 00:45,23,0,99.7,0,84.4
119,수원,2023-09-13 00:46,23,0,105.4,0,84.1
119,수원,2023-09-13 00:47,23,0,100.8,0,84.1
119,수원,2023-09-13 00:48,23,0,61.1,0,84.4
119,수원,2023-09-13 00:49,23,0,43.3,0,84.8
119,수원,2023-09-13 00:50,23,0,81.9,0,84.7
119,수원,2023-09-13 00:51,23,0,58.8,0,84.7
119,수원,2023-09-13 00:52,23,0,58.4,0,84.5
119,수원,2023-09-13 00:53,23,0,99,0,84.7
119,수원,2023-09-13 00:54,22.9,0,74.9,0,84.9
119,수원,2023-09-13 00:55,22.9,0,74.6,0,85.3
119,수원,2023-09-13 00:56,22.9,0,47.1,0,85.5
119,수원,2023-09-13 00:57,22.9,0,67.3,0,85.3
119,수원,2023-09-13 00:58,22.9,0,95.9,0,85.4
119,수원,2023-09-13 00:59,22.9,0,106.1,0,85.5
119,수원,2023-09-13 01:00,22.9,0,127.6,0,85.3
119,수원,2023-09-13 01:01,22.9,0,143.3,0,85.1
119,수원,2023-09-13 01:02,22.9,0,131,0,85.7
119,수원,2023-09-13 01:03,22.9,0,133.9,0,86
119,수원,2023-09-13 01:04,22.9,0,156,0,85.8
119,수원,2023-09-13 01:05,22.9,0,149.2,0,85.7
119,수원,2023-09-13 01:06,22.9,0,146.9,0,85.8
119,수원,2023-09-13 01:07,22.9,0,140.2,0,85.7
119,수원,2023-09-13 01:08,22.9,0,128,1.1,85.8
119,수원,2023-09-13 01:09,22.9,0,134,1.1,85.8
119,수원,2023-09-13 01:10,22.9,0,118.4,1.1,85.7
119,수원,2023-09-13 01:11,22.9,0,124,.6,85.5
119,수원,2023-09-13 01:12,22.9,0,114,.7,85.3
119,수원,2023-09-13 01:13,22.9,0,125.7,.9,85.3
119,수원,2023-09-13 01:14,22.9,0,120.9,.7,85.1
119,수원,2023-09-13 01:15,22.9,0,108.7,.3,85
119,수원,2023-09-13 01:16,22.9,0,101.1,0,84.8
119,수원,2023-09-13 01:17,22.9,0,68.3,0,84.7
119,수원,2023-09-13 01:18,22.9,0,152.9,0,85.2
119,수원,2023-09-13 01:19,22.9,0,17.2,0,85.7
119,수원,2023-09-13 01:20,22.9,0,286.6,0,85.9
119,수원,2023-09-13 01:21,22.9,0,290.5,.2,86.1
119,수원,2023-09-13 01:22,22.9,0,302.2,.6,85.9
119,수원,2023-09-13 01:23,22.9,0,258.6,.7,85.7
119,수원,2023-09-13 01:24,22.9,0,258.6,.6,85.9
119,수원,2023-09-13 01:25,22.9,0,240.5,0,85.6
119,수원,2023-09-13 01:26,22.9,0,190,0,85.7
119,수원,2023-09-13 01:27,22.9,0,225.5,0,85.8
119,수원,2023-09-13 01:28,22.9,0,277.4,0,86
119,수원,2023-09-13 01:29,22.9,0,295.3,0,85.9
119,수원,2023-09-13 01:30,22.9,0,259.7,0,85.9
119,수원,2023-09-13 01:31,22.9,0,237.8,0,85.8
119,수원,2023-09-13 01:32,22.9,0,202.5,0,85.7
119,수원,2023-09-13 01:33,22.9,0,143.7,0,85.5
119,수원,2023-09-13 01:34,22.9,0,150.5,0,85.1
119,수원,2023-09-13 01:35,22.9,0,151.3,0,85
119,수원,2023-09-13 01:36,22.9,0,131.2,0,85.3
119,수원,2023-09-13 01:37,22.9,0,137.6,0,85.4
119,수원,2023-09-13 01:38,22.9,0,138.3,0,85.1
119,수원,2023-09-13 01:39,22.9,0,151.1,0,84.8
119,수원,2023-09-13 01:40,22.9,0,151.9,0,84.6
119,수원,2023-09-13 01:41,22.9,0,146.5,0,84.5
119,수원,2023-09-13 01:42,22.9,0,92.8,0,84.4
119,수원,2023-09-13 01:43,22.9,0,279,0,84.7
119,수원,2023-09-13 01:44,22.9,0,157.4,0,85.2
119,수원,2023-09-13 01:45,22.9,0,156.1,0,85.2
119,수원,2023-09-13 01:46,22.9,0,317.2,0,85.3
119,수원,2023-09-13 01:47,22.9,0,303.4,0,85.5
119,수원,2023-09-13 01:48,22.9,0,270.4,0,85.3
119,수원,2023-09-13 01:49,22.9,0,235.9,0,85.4
119,수원,2023-09-13 01:50,22.9,0,233.4,0,85.4
119,수원,2023-09-13 01:51,22.9,0,233.3,.4,85.6
119,수원,2023-09-13 01:52,22.9,0,231.7,.3,85.3
119,수원,2023-09-13 01:53,22.9,0,257.5,0,85.3
119,수원,2023-09-13 01:54,22.9,0,263,0,85.4
119,수원,2023-09-13 01:55,22.9,0,309.4,0,85.4
119,수원,2023-09-13 01:56,22.9,0,210.2,0,85.3
119,수원,2023-09-13 01:57,22.9,0,211.4,0,85.3
119,수원,2023-09-13 01:58,22.9,0,222.4,0,85
119,수원,2023-09-13 01:59,22.9,0,195.1,0,85
119,수원,2023-09-13 02:00,22.9,0,213.5,0,84.8
119,수원,2023-09-13 02:01,22.9,0,218.7,0,84.7
119,수원,2023-09-13 02:02,22.9,0,226.9,0,84.6
119,수원,2023-09-13 02:03,22.9,0,217.2,0,84.3
119,수원,2023-09-13 02:04,22.9,0,202.4,0,84.4
119,수원,2023-09-13 02:05,22.9,0,192,0,84.2
119,수원,2023-09-13 02:06,22.9,0,196.9,0,84.4
119,수원,2023-09-13 02:07,22.9,0,188.2,0,84.4
119,수원,2023-09-13 02:08,22.9,0,188.2,0,84.6
119,수원,2023-09-13 02:09,22.9,0,5.8,0,84.8
119,수원,2023-09-13 02:10,22.9,0,50.2,0,84.8
119,수원,2023-09-13 02:11,22.9,0,30.8,0,84.9
119,수원,2023-09-13 02:12,22.9,0,70.2,0,85.2
119,수원,2023-09-13 02:13,22.9,0,56.3,0,85.2
119,수원,2023-09-13 02:14,22.9,0,52.1,0,85.2
119,수원,2023-09-13 02:15,22.9,0,33.6,0,85.4
119,수원,2023-09-13 02:16,22.9,0,61.1,0,85.6
119,수원,2023-09-13 02:17,22.9,0,43.7,0,85.6
