지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023.9.15 0:01,23.4,0,86.9,2.7,67.7
119,수원,2023.9.15 0:02,23.4,0,76.1,2.9,67.6
119,수원,2023.9.15 0:03,23.4,0,94.8,2.7,67.6
119,수원,2023.9.15 0:04,23.4,0,70.5,2,67.6
119,수원,2023.9.15 0:05,23.4,0,81.9,3.1,67.6
119,수원,2023.9.15 0:06,23.4,0,99.6,2.8,67.4
119,수원,2023.9.15 0:07,23.4,0,84.7,3.2,67.7
119,수원,2023.9.15 0:08,23.4,0,87.7,3.5,67.4
119,수원,2023.9.15 0:09,23.4,0,103,2.8,67.6
119,수원,2023.9.15 0:10,23.4,0,80.9,2.6,67.4
119,수원,2023.9.15 0:11,23.4,0,93.5,2.8,67.3
119,수원,2023.9.15 0:12,23.4,0,107.2,2.8,67.1
119,수원,2023.9.15 0:13,23.4,0,91.3,2.2,67.1
119,수원,2023.9.15 0:14,23.4,0,110.3,2.8,67.4
119,수원,2023.9.15 0:15,23.4,0,86.6,2.8,67.6
119,수원,2023.9.15 0:16,23.4,0,100.1,2.2,67.7
119,수원,2023.9.15 0:17,23.3,0,103.8,2.7,67.8
119,수원,2023.9.15 0:18,23.3,0,114.7,2.6,67.9
119,수원,2023.9.15 0:19,23.3,0,102.1,1.9,68.1
119,수원,2023.9.15 0:20,23.3,0,80,2.8,67.9
119,수원,2023.9.15 0:21,23.3,0,110.2,3.2,68.3
119,수원,2023.9.15 0:22,23.3,0,114.3,2.2,68.1
119,수원,2023.9.15 0:23,23.3,0,96.9,1.9,67.9
119,수원,2023.9.15 0:24,23.3,0,91,2.4,68.2
119,수원,2023.9.15 0:25,23.2,0,89.1,2.7,68.1
119,수원,2023.9.15 0:26,23.2,0,92.7,2.6,68
119,수원,2023.9.15 0:27,23.2,0,89.3,2.7,68.3
119,수원,2023.9.15 0:28,23.2,0,86.3,2,68.2
119,수원,2023.9.15 0:29,23.2,0,80.4,1.2,68.2
119,수원,2023.9.15 0:30,23.2,0,88.2,2.7,68.7
119,수원,2023.9.15 0:31,23.2,0,59,2.1,68.4
119,수원,2023.9.15 0:32,23.2,0,89,2.7,68.1
119,수원,2023.9.15 0:33,23.2,0,101.3,1.4,68.4
119,수원,2023.9.15 0:34,23.2,0,93.2,2.1,68.5
119,수원,2023.9.15 0:35,23.2,0,77.6,2.5,69.1
119,수원,2023.9.15 0:36,23.2,0,63.7,1.3,68.6
119,수원,2023.9.15 0:37,23.2,0,105.1,2,68.6
119,수원,2023.9.15 0:38,23.2,0,85,2.6,68.5
119,수원,2023.9.15 0:39,23.1,0,88.1,2.2,68.8
119,수원,2023.9.15 0:40,23.1,0,86.1,2.5,69.3
119,수원,2023.9.15 0:41,23.1,0,64.4,1.8,69.2
119,수원,2023.9.15 0:42,23.1,0,96.5,2.8,68.9
119,수원,2023.9.15 0:43,23.1,0,88.3,2.8,68.6
119,수원,2023.9.15 0:44,23.1,0,83.9,2.6,68.6
119,수원,2023.9.15 0:45,23.2,0,79.7,2,68.4
119,수원,2023.9.15 0:46,23.2,0,92.9,2.5,68.5
119,수원,2023.9.15 0:47,23.1,0,93.5,2.5,68.6
119,수원,2023.9.15 0:48,23.1,0,76.4,2.8,68.9
119,수원,2023.9.15 0:49,23.1,0,77.9,1.7,68.9
119,수원,2023.9.15 0:50,23.1,0,82.2,1.9,69.1
119,수원,2023.9.15 0:51,23.1,0,68.3,1.9,68.9
119,수원,2023.9.15 0:52,23.1,0,60.2,0.5,68.7
119,수원,2023.9.15 0:53,23.1,0,42.8,2,68.7
119,수원,2023.9.15 0:54,23.1,0,53,1.6,68.7
119,수원,2023.9.15 0:55,23.1,0,76.1,1.6,68.9
119,수원,2023.9.15 0:56,23.1,0,38.7,0.6,69
119,수원,2023.9.15 0:57,23.1,0,110.5,2,69.2
119,수원,2023.9.15 0:58,23.1,0,82.2,2,69
119,수원,2023.9.15 0:59,23.1,0,53.7,1.6,68.7
119,수원,2023.9.15 1:00,23.1,0,71.9,1.6,69.1
119,수원,2023.9.15 1:01,23.1,0,50.2,1.6,69.2
119,수원,2023.9.15 1:02,23.1,0,63.6,1.2,69.2
119,수원,2023.9.15 1:03,23.1,0,156,0.7,69
119,수원,2023.9.15 1:04,23.1,0,73.9,1.1,69.2
119,수원,2023.9.15 1:05,23.1,0,89.7,1.3,69.6
119,수원,2023.9.15 1:06,23.1,0,46.8,3.3,69.4
119,수원,2023.9.15 1:07,23.1,0,90.2,3.1,69
119,수원,2023.9.15 1:08,23,0,100.1,2.8,68.8
119,수원,2023.9.15 1:09,23,0,56.1,2.1,68.9
119,수원,2023.9.15 1:10,23,0,94.2,2.8,69.1
119,수원,2023.9.15 1:11,23,0,83,3.3,68.8
119,수원,2023.9.15 1:12,23,0,97.2,2.9,69.3
119,수원,2023.9.15 1:13,23,0,102.4,2.6,69
119,수원,2023.9.15 1:14,23,0,121.4,3.4,69.3
119,수원,2023.9.15 1:15,23,0,91.4,2.5,69.1
119,수원,2023.9.15 1:16,23,0,91.9,3.3,69
119,수원,2023.9.15 1:17,23,0,93.9,3.3,68.9
119,수원,2023.9.15 1:18,23,0,106.7,3.4,68.8
119,수원,2023.9.15 1:19,23,0,88.7,3,69.2
119,수원,2023.9.15 1:20,23,0,81.7,3.1,68.9
119,수원,2023.9.15 1:21,23,0,93.6,2.8,69.4
119,수원,2023.9.15 1:22,23,0,92.4,2.7,69.5
119,수원,2023.9.15 1:23,23,0,89.1,3.6,69.2
119,수원,2023.9.15 1:24,23,0,88.6,3.2,69.3
119,수원,2023.9.15 1:25,23,0,71.6,1.6,69.3
119,수원,2023.9.15 1:26,23,0,73.1,2.6,69.6
119,수원,2023.9.15 1:27,23,0,82.6,3.1,69.4
