지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-08-08 00:01,28.9,0,105.3,2.8,70
119,수원,2023-08-08 00:02,28.9,0,85.8,2.5,69.6
119,수원,2023-08-08 00:03,28.9,0,99.1,1.2,69.6
119,수원,2023-08-08 00:04,28.9,0,57.4,2.2,69.5
119,수원,2023-08-08 00:05,28.9,0,100.3,1.7,70.1
119,수원,2023-08-08 00:06,28.9,0,90.4,2.2,70.1
119,수원,2023-08-08 00:07,28.9,0,78.4,1,70.2
119,수원,2023-08-08 00:08,28.9,0,85.1,2,70.1
119,수원,2023-08-08 00:09,28.8,0,56.4,.9,70.1
119,수원,2023-08-08 00:10,28.8,0,66.8,.8,69.8
119,수원,2023-08-08 00:11,28.8,0,124.2,1.5,69.6
119,수원,2023-08-08 00:12,28.8,0,57.6,2.2,69.5
119,수원,2023-08-08 00:13,28.8,0,93.2,2.7,69.2
119,수원,2023-08-08 00:14,28.9,0,94.3,3.3,69.3
119,수원,2023-08-08 00:15,28.9,0,50.1,2.2,69
119,수원,2023-08-08 00:16,28.8,0,91.5,3.2,68.9
119,수원,2023-08-08 00:17,28.9,0,58.6,1.9,68.7
119,수원,2023-08-08 00:18,28.9,0,46.3,1.8,68.7
119,수원,2023-08-08 00:19,28.9,0,41.9,1.6,68.4
119,수원,2023-08-08 00:20,28.9,0,60,2.2,68.5
119,수원,2023-08-08 00:21,28.9,0,63.7,1,68.4
119,수원,2023-08-08 00:22,28.9,0,199.5,.3,68.5
119,수원,2023-08-08 00:23,28.8,0,87.7,2.8,68.5
119,수원,2023-08-08 00:24,28.9,0,71.6,3.4,68.3
119,수원,2023-08-08 00:25,28.9,0,37.3,4.6,68.2
119,수원,2023-08-08 00:26,28.9,0,53.3,4,67.8
119,수원,2023-08-08 00:27,28.9,0,43.2,1.4,67.6
119,수원,2023-08-08 00:28,28.9,0,103,2,67.7
119,수원,2023-08-08 00:29,28.9,0,108.1,1.5,67.8
119,수원,2023-08-08 00:30,28.9,0,75.7,2.8,67.9
119,수원,2023-08-08 00:31,28.9,0,85.9,2.9,67.7
119,수원,2023-08-08 00:32,28.9,0,68.9,3.4,67.8
119,수원,2023-08-08 00:33,28.9,0,39.3,2.6,67.6
119,수원,2023-08-08 00:34,28.9,0,44.4,3.6,67.5
119,수원,2023-08-08 00:35,28.9,0,60.3,2.8,67.6
119,수원,2023-08-08 00:36,28.9,0,105.4,1.7,67.5
119,수원,2023-08-08 00:37,28.9,0,93,4.1,67.7
119,수원,2023-08-08 00:38,28.9,0,116,2,67.6
119,수원,2023-08-08 00:39,28.9,0,102.1,2.9,67.9
119,수원,2023-08-08 00:40,28.9,0,99.8,2.8,67.5
119,수원,2023-08-08 00:41,28.8,0,52.3,1.7,67.7
119,수원,2023-08-08 00:42,28.8,0,115,1.9,67.7
119,수원,2023-08-08 00:43,28.8,0,89.7,4,67.5
119,수원,2023-08-08 00:44,28.8,0,55,3.4,67.4
