지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-09-07 00:01,25.6,0,103.4,2.8,57.2
119,수원,2023-09-07 00:02,25.6,0,103,3.5,57.9
119,수원,2023-09-07 00:03,25.6,0,137.2,3,57.6
119,수원,2023-09-07 00:04,25.5,0,88.5,4.7,59.5
119,수원,2023-09-07 00:05,25.5,0,107.1,2.6,58.8
119,수원,2023-09-07 00:06,25.4,0,90.8,2.3,59
119,수원,2023-09-07 00:07,25.4,0,99.5,2.6,58.7
119,수원,2023-09-07 00:08,25.4,0,89,2.8,58.1
119,수원,2023-09-07 00:09,25.4,0,75.3,2.9,58.5
119,수원,2023-09-07 00:10,25.3,0,109.3,2.3,58
119,수원,2023-09-07 00:11,25.4,0,90.5,3.3,57.9
119,수원,2023-09-07 00:12,25.4,0,54.9,3.9,57.5
119,수원,2023-09-07 00:13,25.4,0,83.5,2.9,57.6
119,수원,2023-09-07 00:14,25.4,0,96.7,3.3,57.5
119,수원,2023-09-07 00:15,25.4,0,89.8,2.8,57.6
119,수원,2023-09-07 00:16,25.4,0,84.9,3,57.3
119,수원,2023-09-07 00:17,25.4,0,99.4,3,57.7
119,수원,2023-09-07 00:18,25.4,0,100.3,2.7,58
119,수원,2023-09-07 00:19,25.3,0,96.2,2.6,58.1
119,수원,2023-09-07 00:20,25.3,0,92,2.7,58
119,수원,2023-09-07 00:21,25.3,0,88.2,2.8,58.3
119,수원,2023-09-07 00:22,25.2,0,73.7,1.8,58.4
119,수원,2023-09-07 00:23,25.2,0,87.3,2.6,58.3
119,수원,2023-09-07 00:24,25.2,0,113.6,2.8,58.1
119,수원,2023-09-07 00:25,25.2,0,81.1,2.2,58
119,수원,2023-09-07 00:26,25.2,0,89.4,2.8,58.6
119,수원,2023-09-07 00:27,25.2,0,44.6,1.8,58
119,수원,2023-09-07 00:28,25.2,0,115.2,1.4,57.9
119,수원,2023-09-07 00:29,25.2,0,105.5,2.2,58.2
119,수원,2023-09-07 00:30,25.1,0,86.8,2.5,58.4
119,수원,2023-09-07 00:31,25.1,0,86.8,1.1,58.2
119,수원,2023-09-07 00:32,25.1,0,99.8,2.4,58.2
119,수원,2023-09-07 00:33,25.1,0,92,1.9,58.6
119,수원,2023-09-07 00:34,25.1,0,74.5,.9,58.5
119,수원,2023-09-07 00:35,25.1,0,75.9,2.2,58.5
119,수원,2023-09-07 00:36,25.1,0,55.1,2,58.5
119,수원,2023-09-07 00:37,25.1,0,54.6,.6,58.5
119,수원,2023-09-07 00:38,25,0,35.1,1,59
119,수원,2023-09-07 00:39,25,0,99.6,.7,59.2
119,수원,2023-09-07 00:40,25,0,69.6,1.6,58.9
119,수원,2023-09-07 00:41,24.9,0,58.2,2.6,59.2
119,수원,2023-09-07 00:42,24.9,0,80.9,2.8,59
119,수원,2023-09-07 00:43,24.9,0,74.4,2.6,58.7
119,수원,2023-09-07 00:44,25,0,51.9,2.4,58.5
119,수원,2023-09-07 00:45,25,0,73.8,1.6,58.8
119,수원,2023-09-07 00:46,24.9,0,64.6,2.9,59.2
119,수원,2023-09-07 00:47,24.9,0,39.6,1.4,58.8
119,수원,2023-09-07 00:48,24.9,0,105.2,1.7,59.4
119,수원,2023-09-07 00:49,24.9,0,88.1,2.7,59.5
119,수원,2023-09-07 00:50,24.8,0,96.2,3.6,59.4
119,수원,2023-09-07 00:51,24.8,0,87.3,2.8,59.3
119,수원,2023-09-07 00:52,24.8,0,72.2,2.6,59.3
119,수원,2023-09-07 00:53,24.8,0,74,3.2,59.2
119,수원,2023-09-07 00:54,24.8,0,97.7,2.8,59.2
119,수원,2023-09-07 00:55,24.8,0,68.5,1.8,59.1
119,수원,2023-09-07 00:56,24.8,0,89.3,2.6,59.3
119,수원,2023-09-07 00:57,24.8,0,74.8,2.8,59.3
119,수원,2023-09-07 00:58,24.8,0,86.8,2.3,59
119,수원,2023-09-07 00:59,24.8,0,89,1.7,59.6
119,수원,2023-09-07 01:00,24.8,0,69.2,2.8,59.6
119,수원,2023-09-07 01:01,24.7,0,80.9,2.4,59.4
119,수원,2023-09-07 01:02,24.7,0,71,2.9,59.5
119,수원,2023-09-07 01:03,24.7,0,86.9,3.8,59.3
119,수원,2023-09-07 01:04,24.7,0,73,2.8,59.4
119,수원,2023-09-07 01:05,24.7,0,91.9,1.9,59.9
119,수원,2023-09-07 01:06,24.7,0,99.5,2.5,60.1
119,수원,2023-09-07 01:07,24.6,0,78,1.8,60.1
119,수원,2023-09-07 01:08,24.6,0,77.2,2.1,60.1
119,수원,2023-09-07 01:09,24.6,0,50.6,2.4,60.3
119,수원,2023-09-07 01:10,24.6,0,67.6,1.6,60
119,수원,2023-09-07 01:11,24.5,0,90.5,2.7,60.7
119,수원,2023-09-07 01:12,24.5,0,52.1,2.7,60.4
119,수원,2023-09-07 01:13,24.5,0,31.6,2.1,60.3
119,수원,2023-09-07 01:14,24.5,0,78.8,2.7,60.5
119,수원,2023-09-07 01:15,24.5,0,73.2,2.7,60
119,수원,2023-09-07 01:16,24.5,0,86.1,3,60.2
119,수원,2023-09-07 01:17,24.5,0,87.9,2.3,60.3
119,수원,2023-09-07 01:18,24.5,0,84.3,2.4,60.2
119,수원,2023-09-07 01:19,24.5,0,74,2.9,60
119,수원,2023-09-07 01:20,24.5,0,95.3,2.7,59.6
119,수원,2023-09-07 01:21,24.5,0,92.7,2.6,60.2
119,수원,2023-09-07 01:22,24.5,0,87.8,2,60.2
119,수원,2023-09-07 01:23,24.5,0,100.3,2.7,59.8
119,수원,2023-09-07 01:24,24.5,0,90.2,2.1,60.3
119,수원,2023-09-07 01:25,24.4,0,73.9,2.2,60.4
119,수원,2023-09-07 01:26,24.4,0,65.8,1.4,60.9
119,수원,2023-09-07 01:27,24.4,0,117.1,2.2,60.5
119,수원,2023-09-07 01:28,24.3,0,66.2,1.4,60.9
119,수원,2023-09-07 01:29,24.3,0,67,1.4,61
119,수원,2023-09-07 01:30,24.3,0,101.2,2.7,60.8
119,수원,2023-09-07 01:31,24.3,0,80,2.8,61
119,수원,2023-09-07 01:32,24.2,0,102.1,3.8,61
119,수원,2023-09-07 01:33,24.2,0,103.7,2.4,60.7
119,수원,2023-09-07 01:34,24.3,0,85.6,3.5,60.4
119,수원,2023-09-07 01:35,24.2,0,63.6,1.5,60.8
