지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-09-14 00:01,19.5,0,52.5,1.8,93.4
119,수원,2023-09-14 00:02,19.5,0,42.4,.8,93.6
119,수원,2023-09-14 00:03,19.5,0,52,.9,93.9
119,수원,2023-09-14 00:04,19.5,0,349,.8,93.9
119,수원,2023-09-14 00:05,19.5,0,18.7,.8,93.8
119,수원,2023-09-14 00:06,19.5,0,14.5,1.5,94
119,수원,2023-09-14 00:07,19.5,0,32.1,1.7,94
119,수원,2023-09-14 00:08,19.4,0,238,1.4,94.1
119,수원,2023-09-14 00:09,19.4,0,340.9,.5,94
119,수원,2023-09-14 00:10,19.4,0,20.6,.7,94.2
119,수원,2023-09-14 00:11,19.4,0,52.5,.6,94.1
119,수원,2023-09-14 00:12,19.4,0,16.1,1,94.3
119,수원,2023-09-14 00:13,19.4,0,94.3,.3,94.4
119,수원,2023-09-14 00:14,19.4,0,57.4,.7,94.5
119,수원,2023-09-14 00:15,19.4,0,64.2,.4,94.1
119,수원,2023-09-14 00:16,19.4,0,104.3,1,94
119,수원,2023-09-14 00:17,19.4,0,50.4,1,93.8
119,수원,2023-09-14 00:18,19.4,0,46.3,.8,93.9
119,수원,2023-09-14 00:19,19.4,0,35.8,.4,93.9
119,수원,2023-09-14 00:20,19.4,0,63.1,.5,94.1
119,수원,2023-09-14 00:21,19.5,0,79.8,.8,94.4
119,수원,2023-09-14 00:22,19.5,0,96.1,1.7,94.4
119,수원,2023-09-14 00:23,19.4,0,66.8,.8,94.1
119,수원,2023-09-14 00:24,19.4,0,42.7,.8,93
119,수원,2023-09-14 00:25,19.4,0,33,.3,93
119,수원,2023-09-14 00:26,19.4,0,51.8,.4,93.6
119,수원,2023-09-14 00:27,19.4,0,62.1,1.9,93.4
119,수원,2023-09-14 00:28,19.4,0,81.6,1.9,92.8
119,수원,2023-09-14 00:29,19.4,0,30.7,1,91.7
119,수원,2023-09-14 00:30,19.4,0,56.1,1.8,92.3
119,수원,2023-09-14 00:31,19.4,0,84.6,1.1,92.4
119,수원,2023-09-14 00:32,19.4,0,49.5,1.5,92.2
119,수원,2023-09-14 00:33,19.4,0,61.7,1.3,92.3
119,수원,2023-09-14 00:34,19.4,0,49.2,1.9,91.5
119,수원,2023-09-14 00:35,19.4,0,74.7,1,91.1
119,수원,2023-09-14 00:36,19.4,0,101.7,1.8,91.7
119,수원,2023-09-14 00:37,19.4,0,61.7,1.6,91.2
119,수원,2023-09-14 00:38,19.4,0,45,.7,91.5
119,수원,2023-09-14 00:39,19.4,0,77.9,1.1,91.5
119,수원,2023-09-14 00:40,19.4,0,99.1,1.2,91.8
119,수원,2023-09-14 00:41,19.4,0,84.6,1.8,91.7
119,수원,2023-09-14 00:42,19.4,0,62.5,2,91.6
119,수원,2023-09-14 00:43,19.4,0,49.5,1.5,92
119,수원,2023-09-14 00:44,19.4,0,326.3,.5,91.6
119,수원,2023-09-14 00:45,19.4,0,76.2,.3,92.2
119,수원,2023-09-14 00:46,19.4,0,26,.8,91.8
119,수원,2023-09-14 00:47,19.4,0,151.9,0,91.6
119,수원,2023-09-14 00:48,19.4,0,148.9,.8,91.4
119,수원,2023-09-14 00:49,19.4,0,54.5,1.3,92
119,수원,2023-09-14 00:50,19.3,0,14.3,.6,92
119,수원,2023-09-14 00:51,19.3,0,189,.9,91.5
119,수원,2023-09-14 00:52,19.3,0,306.9,.8,91.6
119,수원,2023-09-14 00:53,19.3,0,320.4,.5,91.4
119,수원,2023-09-14 00:54,19.3,0,304.9,0,91.8
119,수원,2023-09-14 00:55,19.3,0,67.2,0,92.3
119,수원,2023-09-14 00:56,19.4,0,76.8,2.2,92.8
119,수원,2023-09-14 00:57,19.3,0,73.7,2.2,92
119,수원,2023-09-14 00:58,19.3,0,46.8,1,91.4
119,수원,2023-09-14 00:59,19.3,0,82.5,1.3,91.2
119,수원,2023-09-14 01:00,19.3,0,81.9,2.4,91.1
119,수원,2023-09-14 01:01,19.3,0,95.3,.9,91.4
119,수원,2023-09-14 01:02,19.3,0,82.6,1.6,92
119,수원,2023-09-14 01:03,19.3,0,40.5,1.9,92.5
119,수원,2023-09-14 01:04,19.3,0,13.1,1.3,92.1
119,수원,2023-09-14 01:05,19.3,0,204.9,.6,91.5
119,수원,2023-09-14 01:06,19.3,0,67.5,.3,91.9
119,수원,2023-09-14 01:07,19.3,0,70.5,.9,91.8
119,수원,2023-09-14 01:08,19.3,0,71.6,0,91.7
119,수원,2023-09-14 01:09,19.3,0,13.9,.3,91.7
119,수원,2023-09-14 01:10,19.3,0,87.7,.2,91.6
119,수원,2023-09-14 01:11,19.3,0,63.5,1.6,91.7
119,수원,2023-09-14 01:12,19.3,0,53,1.1,91.6
119,수원,2023-09-14 01:13,19.3,0,85.9,.9,91.4
