지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-07-07 00:01,24.1,0,260.6,.8,78.9
119,수원,2023-07-07 00:02,24,0,298.1,0,78.6
119,수원,2023-07-07 00:03,24,0,59.8,0,78.5
119,수원,2023-07-07 00:04,24,0,124.5,.2,78.2
119,수원,2023-07-07 00:05,24,0,129.9,0,78.1
119,수원,2023-07-07 00:06,24,0,170.3,.6,78.3
119,수원,2023-07-07 00:07,24,0,186.9,.5,78.3
119,수원,2023-07-07 00:08,24,0,210.2,.7,78.2
119,수원,2023-07-07 00:09,24,0,230.7,.7,78.9
119,수원,2023-07-07 00:10,23.9,0,259.3,.5,79.4
119,수원,2023-07-07 00:11,23.9,0,259.3,.6,79.5
119,수원,2023-07-07 00:12,23.9,0,259.9,.4,79.4
119,수원,2023-07-07 00:13,23.9,0,238,.5,79.5
119,수원,2023-07-07 00:14,23.9,0,257.2,0,79.4
119,수원,2023-07-07 00:15,23.9,0,228.6,.3,79.6
119,수원,2023-07-07 00:16,23.9,0,261.7,.1,79.5
119,수원,2023-07-07 00:17,23.9,0,290.3,0,79.4
119,수원,2023-07-07 00:18,23.9,0,289.3,0,79.4
119,수원,2023-07-07 00:19,23.9,0,17.2,.2,79.7
119,수원,2023-07-07 00:20,23.9,0,311.5,.1,79.7
119,수원,2023-07-07 00:21,23.8,0,313.6,.1,79.9
119,수원,2023-07-07 00:22,23.8,0,280.9,.3,79.9
119,수원,2023-07-07 00:23,23.8,0,278.2,.6,80
119,수원,2023-07-07 00:24,23.8,0,301.5,.8,80
119,수원,2023-07-07 00:25,23.8,0,286.1,.8,80
119,수원,2023-07-07 00:26,23.8,0,289,.8,80.2
119,수원,2023-07-07 00:27,23.8,0,288.4,.9,80.2
119,수원,2023-07-07 00:28,23.8,0,290.2,1,80.6
119,수원,2023-07-07 00:29,23.8,0,308.4,.8,80.5
119,수원,2023-07-07 00:30,23.7,0,301.4,.8,80.4
119,수원,2023-07-07 00:31,23.7,0,303.9,1.1,80.2
119,수원,2023-07-07 00:32,23.7,0,295.2,.8,79.9
119,수원,2023-07-07 00:33,23.7,0,315.4,.9,79.9
119,수원,2023-07-07 00:34,23.7,0,284.2,1,79.9
119,수원,2023-07-07 00:35,23.7,0,278.5,.8,80.2
119,수원,2023-07-07 00:36,23.7,0,303.1,.7,80.5
119,수원,2023-07-07 00:37,23.7,0,303.5,.8,80.3
119,수원,2023-07-07 00:38,23.7,0,294.9,.7,80.3
119,수원,2023-07-07 00:39,23.7,0,291.4,.6,80.6
119,수원,2023-07-07 00:40,23.7,0,290.3,.6,81
119,수원,2023-07-07 00:41,23.7,0,290.9,.5,81.1
119,수원,2023-07-07 00:42,23.7,0,302.1,0,80.9
119,수원,2023-07-07 00:43,23.6,0,266.3,0,80.8
119,수원,2023-07-07 00:44,23.6,0,272.9,.8,80.9
119,수원,2023-07-07 00:45,23.6,0,254.5,1.1,81.2
119,수원,2023-07-07 00:46,23.6,0,277.5,.8,81.5
