지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-08-15 00:01,25.1,0,297.4,1.2,85.6
119,수원,2023-08-15 00:02,25.1,0,292.5,1.3,85.8
119,수원,2023-08-15 00:03,25.1,0,274.9,.5,85.8
119,수원,2023-08-15 00:04,25.1,0,261,.5,86.1
119,수원,2023-08-15 00:05,25.1,0,252.4,.9,86.1
119,수원,2023-08-15 00:06,25.1,0,275.7,1,86.1
119,수원,2023-08-15 00:07,25.1,0,259.5,.6,86.4
119,수원,2023-08-15 00:08,25.1,0,284.8,1.4,86.3
119,수원,2023-08-15 00:09,25.1,0,273.4,1.3,86.3
119,수원,2023-08-15 00:10,25.1,0,275.6,.8,86.4
119,수원,2023-08-15 00:11,25.1,0,283.1,.9,86.3
119,수원,2023-08-15 00:12,25.1,0,288.2,.8,86.4
119,수원,2023-08-15 00:13,25,0,290,1.1,86.5
119,수원,2023-08-15 00:14,25,0,291.3,1.3,86.6
119,수원,2023-08-15 00:15,25,0,292.4,1.5,86.7
119,수원,2023-08-15 00:16,25,0,294.9,1.4,86.6
119,수원,2023-08-15 00:17,25,0,272.9,1.3,86.8
119,수원,2023-08-15 00:18,25,0,283.1,1,86.6
119,수원,2023-08-15 00:19,25,0,295.9,1.3,86.6
119,수원,2023-08-15 00:20,25,0,245.7,1.1,86.5
119,수원,2023-08-15 00:21,25,0,273.2,.8,86.7
119,수원,2023-08-15 00:22,25,0,293,1.5,86.5
119,수원,2023-08-15 00:23,25,0,303.2,1.3,86.5
119,수원,2023-08-15 00:24,25.1,0,299.7,1.8,86.7
119,수원,2023-08-15 00:25,25,0,291,1.8,86.6
119,수원,2023-08-15 00:26,25,0,297.1,2,86.8
119,수원,2023-08-15 00:27,25,0,278.3,1.9,86.8
119,수원,2023-08-15 00:28,25,0,280.1,1.5,87.1
119,수원,2023-08-15 00:29,25,0,280.2,1.4,86.9
119,수원,2023-08-15 00:30,25,0,288.6,1.7,87
119,수원,2023-08-15 00:31,25,0,299.5,1.8,87.1
119,수원,2023-08-15 00:32,25,0,284.9,1.2,87.1
119,수원,2023-08-15 00:33,25,0,315,1.4,86.8
119,수원,2023-08-15 00:34,25,0,325.8,1.3,86.8
119,수원,2023-08-15 00:35,25,0,289.5,1.2,86.5
119,수원,2023-08-15 00:36,25,0,298.4,1.2,86.1
119,수원,2023-08-15 00:37,25,0,286.5,1.1,85.7
119,수원,2023-08-15 00:38,25,0,292.1,1.2,85.8
119,수원,2023-08-15 00:39,25,0,313,1.2,85.8
119,수원,2023-08-15 00:40,25,0,286.4,1.6,85.7
119,수원,2023-08-15 00:41,25.1,0,284.2,1.7,85.6
119,수원,2023-08-15 00:42,25.1,0,273.4,1.5,85.3
119,수원,2023-08-15 00:43,25.1,0,286.1,1.6,85.3
119,수원,2023-08-15 00:44,25.1,0,309.8,1.4,85.6
119,수원,2023-08-15 00:45,25.1,0,287,1.9,86.1
119,수원,2023-08-15 00:46,25.1,0,292.1,1.8,86.1
119,수원,2023-08-15 00:47,25.1,0,293.7,1.8,85.9
119,수원,2023-08-15 00:48,25.1,0,323.7,1,85.7
119,수원,2023-08-15 00:49,25.1,0,301.7,1.9,85.5
119,수원,2023-08-15 00:50,25.1,0,292.1,1.6,85.2
119,수원,2023-08-15 00:51,25.1,0,292.2,1,85.2
119,수원,2023-08-15 00:52,25.1,0,291.7,1.1,85.3
119,수원,2023-08-15 00:53,25.1,0,270.7,1.2,85.4
119,수원,2023-08-15 00:54,25.1,0,306.5,.9,85.7
119,수원,2023-08-15 00:55,25.1,0,269.1,.7,86
119,수원,2023-08-15 00:56,25.1,0,278.1,.4,86.5
119,수원,2023-08-15 00:57,25,0,297,.8,86.7
119,수원,2023-08-15 00:58,25,0,284.9,1.1,87
119,수원,2023-08-15 00:59,25,0,269.1,.6,87.1
119,수원,2023-08-15 01:00,24.9,0,285,.9,87.3
119,수원,2023-08-15 01:01,24.9,0,264.9,.6,87.4
119,수원,2023-08-15 01:02,24.9,0,259.9,1.2,87.5
119,수원,2023-08-15 01:03,24.9,0,274,1.2,87.7
119,수원,2023-08-15 01:04,24.9,0,271.7,1.8,87.6
119,수원,2023-08-15 01:05,24.8,0,281.1,1.6,87.8
119,수원,2023-08-15 01:06,24.8,0,293.1,1.2,87.8
119,수원,2023-08-15 01:07,24.8,0,294.4,2.1,87.7
119,수원,2023-08-15 01:08,24.8,0,294,2.3,87.9
119,수원,2023-08-15 01:09,24.8,0,304.7,1.9,87.8
119,수원,2023-08-15 01:10,24.8,0,303.2,1.2,87.9
119,수원,2023-08-15 01:11,24.8,0,300.8,1.1,87.9
119,수원,2023-08-15 01:12,24.8,0,323.1,1.1,88
119,수원,2023-08-15 01:13,24.8,0,329.7,.9,87.8
119,수원,2023-08-15 01:14,24.8,0,317.2,.5,87.9
119,수원,2023-08-15 01:15,24.8,0,350.2,.5,87.8
119,수원,2023-08-15 01:16,24.8,0,344.1,.5,87.7
119,수원,2023-08-15 01:17,24.8,0,345.2,.3,87.5
119,수원,2023-08-15 01:18,24.8,0,207.6,.4,87.4
119,수원,2023-08-15 01:19,24.8,0,350.3,.5,87.2
119,수원,2023-08-15 01:20,24.8,0,333.2,.6,87.3
119,수원,2023-08-15 01:21,24.8,0,322.7,.7,87.4
119,수원,2023-08-15 01:22,24.8,0,294.7,.6,87.3
119,수원,2023-08-15 01:23,24.8,0,293.7,.6,87.5
119,수원,2023-08-15 01:24,24.8,0,265.9,.8,87.3
119,수원,2023-08-15 01:25,24.9,0,282.9,.9,87.6
119,수원,2023-08-15 01:26,24.9,0,275.9,.9,87.7
119,수원,2023-08-15 01:27,24.9,0,278.9,.7,87.7
119,수원,2023-08-15 01:28,24.9,0,272.8,.8,88
119,수원,2023-08-15 01:29,24.9,0,285.9,.4,88.1
119,수원,2023-08-15 01:30,24.9,0,277.7,.7,88.1
119,수원,2023-08-15 01:31,24.8,0,240.9,.7,88
119,수원,2023-08-15 01:32,24.8,0,233.6,.4,88
119,수원,2023-08-15 01:33,24.8,0,236.8,.5,88
119,수원,2023-08-15 01:34,24.8,0,254.4,.2,88.1
119,수원,2023-08-15 01:35,24.8,0,277.4,.5,88.3
119,수원,2023-08-15 01:36,24.8,0,265.9,.5,88.3
119,수원,2023-08-15 01:37,24.8,0,300.2,.8,88.2
119,수원,2023-08-15 01:38,24.8,0,282.3,1,88.4
119,수원,2023-08-15 01:39,24.8,0,280.5,.9,88.2
119,수원,2023-08-15 01:40,24.8,0,290.4,.7,88.4
119,수원,2023-08-15 01:41,24.7,0,289.4,.8,88.5
119,수원,2023-08-15 01:42,24.7,0,318.7,.8,88.6
119,수원,2023-08-15 01:43,24.7,0,289.2,.8,88.3
119,수원,2023-08-15 01:44,24.7,0,284.4,.9,88.4
119,수원,2023-08-15 01:45,24.7,0,282.9,.6,88.2
119,수원,2023-08-15 01:46,24.7,0,275.2,.7,88.3
119,수원,2023-08-15 01:47,24.7,0,300.2,.6,88.3
119,수원,2023-08-15 01:48,24.7,0,268.5,.6,88.2
119,수원,2023-08-15 01:49,24.7,0,262.5,1,88.1
119,수원,2023-08-15 01:50,24.6,0,229.6,.8,88.3
119,수원,2023-08-15 01:51,24.6,0,222.6,.4,88.1
119,수원,2023-08-15 01:52,24.6,0,237.9,.4,88.5
119,수원,2023-08-15 01:53,24.6,0,233.4,.8,88.7
119,수원,2023-08-15 01:54,24.6,0,261.9,.7,88.9
119,수원,2023-08-15 01:55,24.6,0,257.5,.7,88.9
119,수원,2023-08-15 01:56,24.6,0,257.3,.7,88.9
119,수원,2023-08-15 01:57,24.6,0,257.7,.9,89
