지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-06-12 00:01,18.3,0,204.1,0,89
119,수원,2023-06-12 00:02,18.3,0,127.1,0,88.8
119,수원,2023-06-12 00:03,18.3,0,79.9,1,88.8
119,수원,2023-06-12 00:04,18.3,0,81.8,1.2,89.1
119,수원,2023-06-12 00:05,18.2,0,86,1,89.1
119,수원,2023-06-12 00:06,18.2,0,163.2,0,88.9
119,수원,2023-06-12 00:07,18.2,0,14.4,0,89.4
119,수원,2023-06-12 00:08,18.2,0,271.5,0,89.2
119,수원,2023-06-12 00:09,18.2,0,251.6,0,89.4
119,수원,2023-06-12 00:10,18.2,0,251,0,89.3
119,수원,2023-06-12 00:11,18.1,0,256.4,0,89.5
119,수원,2023-06-12 00:12,18.1,0,263.7,.3,89.5
119,수원,2023-06-12 00:13,18.1,0,265,0,89.7
119,수원,2023-06-12 00:14,18.1,0,261.7,0,89.4
119,수원,2023-06-12 00:15,18.1,0,268.1,0,89.5
119,수원,2023-06-12 00:16,18.1,0,292.5,0,89.1
119,수원,2023-06-12 00:17,18.1,0,268.1,0,89.2
119,수원,2023-06-12 00:18,18.1,0,5.8,0,89
119,수원,2023-06-12 00:19,18.1,0,206,0,89.1
119,수원,2023-06-12 00:20,18,0,224.2,0,89.2
119,수원,2023-06-12 00:21,18,0,263.6,.1,89.3
119,수원,2023-06-12 00:22,18,0,242.3,.5,89.3
119,수원,2023-06-12 00:23,18,0,243.2,.5,89.3
119,수원,2023-06-12 00:24,18,0,247.4,.3,89.4
119,수원,2023-06-12 00:25,18,0,233.3,0,89.6
119,수원,2023-06-12 00:26,18,0,236.1,.5,89.4
119,수원,2023-06-12 00:27,18,0,218.8,0,89.6
119,수원,2023-06-12 00:28,17.9,0,190.2,.1,89.4
119,수원,2023-06-12 00:29,17.9,0,211.4,0,89.5
119,수원,2023-06-12 00:30,17.9,0,228.3,.1,89.2
119,수원,2023-06-12 00:31,17.9,0,228.5,.5,89.3
119,수원,2023-06-12 00:32,17.9,0,247,.4,89.6
119,수원,2023-06-12 00:33,17.9,0,245.6,.4,89.9
119,수원,2023-06-12 00:34,17.9,0,249.8,.4,89.9
119,수원,2023-06-12 00:35,17.9,0,245.9,0,89.9
119,수원,2023-06-12 00:36,17.8,0,249.4,.7,89.9
119,수원,2023-06-12 00:37,17.8,0,284.3,.1,89.8
119,수원,2023-06-12 00:38,17.8,0,231.9,0,89.6
119,수원,2023-06-12 00:39,17.8,0,289.8,0,89.6
119,수원,2023-06-12 00:40,17.8,0,256.4,0,89.7
119,수원,2023-06-12 00:41,17.8,0,303.6,0,89.6
119,수원,2023-06-12 00:42,17.8,0,316.8,.2,89.9
119,수원,2023-06-12 00:43,17.8,0,340,.3,90
119,수원,2023-06-12 00:44,17.7,0,342.3,0,90.3
119,수원,2023-06-12 00:45,17.7,0,339.7,0,90.4
119,수원,2023-06-12 00:46,17.7,0,14.4,0,90.6
119,수원,2023-06-12 00:47,17.7,0,26.7,0,90.7
119,수원,2023-06-12 00:48,17.7,0,237.8,0,90.9
119,수원,2023-06-12 00:49,17.7,0,7,0,90.9
119,수원,2023-06-12 00:50,17.7,0,265.7,0,90.9
119,수원,2023-06-12 00:51,17.7,0,319.8,0,90.8
119,수원,2023-06-12 00:52,17.7,0,317.8,0,91
119,수원,2023-06-12 00:53,17.6,0,297.5,0,90.7
119,수원,2023-06-12 00:54,17.6,0,284.6,0,90.8
119,수원,2023-06-12 00:55,17.6,0,270.7,0,90.7
119,수원,2023-06-12 00:56,17.6,0,264.4,.1,90.8
119,수원,2023-06-12 00:57,17.6,0,263.8,.4,90.8
119,수원,2023-06-12 00:58,17.6,0,264,.4,91
119,수원,2023-06-12 00:59,17.5,0,242.4,.3,90.9
119,수원,2023-06-12 01:00,17.5,0,230,.1,91.3
119,수원,2023-06-12 01:01,17.5,0,192.8,0,91
119,수원,2023-06-12 01:02,17.5,0,205.5,0,91.1
119,수원,2023-06-12 01:03,17.5,0,211.2,.2,91.2
119,수원,2023-06-12 01:04,17.5,0,227.8,.5,91.2
119,수원,2023-06-12 01:05,17.5,0,226.2,.5,91.2
119,수원,2023-06-12 01:06,17.5,0,225,.2,91.3
119,수원,2023-06-12 01:07,17.5,0,230.6,.1,91.4
119,수원,2023-06-12 01:08,17.5,0,218.5,0,91.3
119,수원,2023-06-12 01:09,17.5,0,250,0,91.3
119,수원,2023-06-12 01:10,17.5,0,237.9,0,91.2
119,수원,2023-06-12 01:11,17.5,0,223.3,.2,91.3
119,수원,2023-06-12 01:12,17.5,0,205.4,.4,91.3
119,수원,2023-06-12 01:13,17.5,0,198.9,.7,91.7
119,수원,2023-06-12 01:14,17.5,0,202.5,.7,91.9
119,수원,2023-06-12 01:15,17.5,0,202.6,.7,92
119,수원,2023-06-12 01:16,17.5,0,217.4,.6,92.1
119,수원,2023-06-12 01:17,17.5,0,232,.7,91.8
119,수원,2023-06-12 01:18,17.5,0,239.8,.8,91.9
119,수원,2023-06-12 01:19,17.5,0,264.3,.4,92
119,수원,2023-06-12 01:20,17.4,0,237.9,.3,91.9
119,수원,2023-06-12 01:21,17.4,0,234.4,.3,91.6
119,수원,2023-06-12 01:22,17.4,0,252.5,1.1,91.6
119,수원,2023-06-12 01:23,17.4,0,219.9,1.3,91.7
119,수원,2023-06-12 01:24,17.4,0,216.1,1.2,91.7
119,수원,2023-06-12 01:25,17.3,0,215.9,1.2,91.5
119,수원,2023-06-12 01:26,17.3,0,216.2,1.1,91.6
119,수원,2023-06-12 01:27,17.3,0,233.1,1,91.8
119,수원,2023-06-12 01:28,17.3,0,211,1.1,92.1
119,수원,2023-06-12 01:29,17.3,0,215.3,.9,92.2
119,수원,2023-06-12 01:30,17.4,0,217.1,.8,92.5
119,수원,2023-06-12 01:31,17.4,0,241.2,.8,92.7
119,수원,2023-06-12 01:32,17.4,0,280.5,.3,92.8
119,수원,2023-06-12 01:33,17.4,0,231.7,0,92.3
119,수원,2023-06-12 01:34,17.3,0,236.6,.1,92.1
119,수원,2023-06-12 01:35,17.3,0,232.5,.2,91.9
119,수원,2023-06-12 01:36,17.3,0,181.5,0,91.9
119,수원,2023-06-12 01:37,17.3,0,6.7,0,91.8
119,수원,2023-06-12 01:38,17.3,0,218.8,.2,91.9
119,수원,2023-06-12 01:39,17.2,0,232.5,.4,91.9
119,수원,2023-06-12 01:40,17.2,0,226.1,.5,91.8
119,수원,2023-06-12 01:41,17.2,0,255.3,.5,91.8
119,수원,2023-06-12 01:42,17.2,0,240.2,.7,91.9
119,수원,2023-06-12 01:43,17.2,0,213.9,.1,92
119,수원,2023-06-12 01:44,17.2,0,233.6,0,92.2
119,수원,2023-06-12 01:45,17.2,0,268.6,.4,92.2
119,수원,2023-06-12 01:46,17.2,0,249,.8,92.1
119,수원,2023-06-12 01:47,17.1,0,257.8,1,92.2
119,수원,2023-06-12 01:48,17.1,0,226.3,.8,92.1
119,수원,2023-06-12 01:49,17.1,0,245.5,.7,92
119,수원,2023-06-12 01:50,17.1,0,244.2,1,92
119,수원,2023-06-12 01:51,17.1,0,284.4,.8,91.8
119,수원,2023-06-12 01:52,17.1,0,243.9,.6,92.1
119,수원,2023-06-12 01:53,17.1,0,314.6,.2,92.2
119,수원,2023-06-12 01:54,17.1,0,265.3,.3,92.4
119,수원,2023-06-12 01:55,17.1,0,310.8,0,92
119,수원,2023-06-12 01:56,17.1,0,325.6,.1,92.3
119,수원,2023-06-12 01:57,17.1,0,293.8,.6,92.2
119,수원,2023-06-12 01:58,17,0,252.4,.5,92.4
