지점,지점명,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),습도(%)
119,수원,2023-09-05 00:01,25.6,0,270.5,0,88.8
119,수원,2023-09-05 00:02,25.6,0,285,0,88.6
119,수원,2023-09-05 00:03,25.6,0,312.8,0,88.8
119,수원,2023-09-05 00:04,25.5,0,317.2,0,88.7
119,수원,2023-09-05 00:05,25.5,0,287.4,.4,88.9
119,수원,2023-09-05 00:06,25.5,0,261.9,.1,89.4
119,수원,2023-09-05 00:07,25.5,0,275.2,0,89.5
119,수원,2023-09-05 00:08,25.5,0,246.9,0,89.6
119,수원,2023-09-05 00:09,25.5,0,236.7,0,89.5
119,수원,2023-09-05 00:10,25.5,0,264.7,0,89.5
119,수원,2023-09-05 00:11,25.5,0,266.7,0,89.4
119,수원,2023-09-05 00:12,25.5,0,245.5,0,89.4
119,수원,2023-09-05 00:13,25.5,0,262.5,.2,89.5
119,수원,2023-09-05 00:14,25.5,0,279,.3,89.6
119,수원,2023-09-05 00:15,25.4,0,258.3,.5,89.6
119,수원,2023-09-05 00:16,25.4,0,295.2,.7,89.9
119,수원,2023-09-05 00:17,25.4,0,272,.4,90.1
119,수원,2023-09-05 00:18,25.4,0,275.3,.8,90.2
119,수원,2023-09-05 00:19,25.4,0,284.1,1,90.3
119,수원,2023-09-05 00:20,25.4,0,252.5,.5,90.4
119,수원,2023-09-05 00:21,25.4,0,237.3,.5,90.4
119,수원,2023-09-05 00:22,25.4,0,249.9,.5,90.6
119,수원,2023-09-05 00:23,25.4,0,227.9,.4,90.5
119,수원,2023-09-05 00:24,25.3,0,239.8,.5,90.7
119,수원,2023-09-05 00:25,25.3,0,225.7,.5,91.1
119,수원,2023-09-05 00:26,25.3,0,227.9,.6,91.4
119,수원,2023-09-05 00:27,25.3,0,224.3,.4,91.5
119,수원,2023-09-05 00:28,25.3,0,227.7,.7,91.5
119,수원,2023-09-05 00:29,25.3,0,232.1,.7,91.5
119,수원,2023-09-05 00:30,25.3,0,231.2,.7,91.5
119,수원,2023-09-05 00:31,25.3,0,245.1,.8,91.5
119,수원,2023-09-05 00:32,25.3,0,250.8,.7,91.7
119,수원,2023-09-05 00:33,25.3,0,283.1,.3,91.7
119,수원,2023-09-05 00:34,25.3,0,243.7,.2,91.8
119,수원,2023-09-05 00:35,25.3,0,222.2,0,91.9
119,수원,2023-09-05 00:36,25.3,0,219.4,.4,91.8
119,수원,2023-09-05 00:37,25.3,0,218.6,.3,91.7
119,수원,2023-09-05 00:38,25.3,0,224.3,.2,91.7
119,수원,2023-09-05 00:39,25.3,0,240.5,0,91.6
119,수원,2023-09-05 00:40,25.3,0,288.5,0,91.6
119,수원,2023-09-05 00:41,25.3,0,242.5,0,91.6
119,수원,2023-09-05 00:42,25.3,0,232,0,91.4
119,수원,2023-09-05 00:43,25.3,0,236.3,0,91.6
119,수원,2023-09-05 00:44,25.3,0,241.8,0,91.5
119,수원,2023-09-05 00:45,25.3,0,265.8,0,91.4
119,수원,2023-09-05 00:46,25.3,0,175.8,0,91.4
119,수원,2023-09-05 00:47,25.3,0,180.1,0,91.6
119,수원,2023-09-05 00:48,25.3,0,175.5,0,91.7
119,수원,2023-09-05 00:49,25.3,0,164.5,0,91.4
119,수원,2023-09-05 00:50,25.3,0,220.8,0,91.5
119,수원,2023-09-05 00:51,25.3,0,264.4,0,91.3
119,수원,2023-09-05 00:52,25.3,0,302,0,91.4
119,수원,2023-09-05 00:53,25.3,0,292.7,0,91.5
119,수원,2023-09-05 00:54,25.3,0,268.3,0,91.7
119,수원,2023-09-05 00:55,25.3,0,254.3,0,92
119,수원,2023-09-05 00:56,25.3,0,253.1,0,92.1
119,수원,2023-09-05 00:57,25.3,0,211.4,0,92
119,수원,2023-09-05 00:58,25.2,0,248.3,0,91.8
119,수원,2023-09-05 00:59,25.2,0,234.7,0,91.9
119,수원,2023-09-05 01:00,25.2,0,40.5,0,92
119,수원,2023-09-05 01:01,25.2,0,37.3,0,92
119,수원,2023-09-05 01:02,25.2,0,329.8,0,91.9
119,수원,2023-09-05 01:03,25.2,0,287,0,92
119,수원,2023-09-05 01:04,25.2,0,272.7,.6,92.2
119,수원,2023-09-05 01:05,25.2,0,269.4,.9,92.2
119,수원,2023-09-05 01:06,25.2,0,273.5,1.1,92.4
119,수원,2023-09-05 01:07,25.2,0,307.7,1,92.4
119,수원,2023-09-05 01:08,25.2,0,279.7,.7,92.3
119,수원,2023-09-05 01:09,25.2,0,294,.4,92.3
119,수원,2023-09-05 01:10,25.2,0,300.7,0,92.1
119,수원,2023-09-05 01:11,25.2,0,302.1,0,92.2
119,수원,2023-09-05 01:12,25.2,0,310.3,.8,92.2
119,수원,2023-09-05 01:13,25.2,0,298.4,.5,92.1
119,수원,2023-09-05 01:14,25.2,0,274.4,.4,91.9
119,수원,2023-09-05 01:15,25.2,0,267.8,.7,92
119,수원,2023-09-05 01:16,25.2,0,330.1,.6,91.9
119,수원,2023-09-05 01:17,25.2,0,302.4,.2,92.1
119,수원,2023-09-05 01:18,25.2,0,299.2,.5,91.9
119,수원,2023-09-05 01:19,25.1,0,310.3,.4,92.2
119,수원,2023-09-05 01:20,25.1,0,9.2,.5,92.1
119,수원,2023-09-05 01:21,25.1,0,38.6,.2,92.1
119,수원,2023-09-05 01:22,25.1,0,43,.3,92.1
119,수원,2023-09-05 01:23,25.1,0,72.9,.5,92.3
119,수원,2023-09-05 01:24,25.1,0,68.6,.6,92
119,수원,2023-09-05 01:25,25.1,0,68.8,.9,92.1
119,수원,2023-09-05 01:26,25.1,0,53.4,1.6,92.2
119,수원,2023-09-05 01:27,25.2,0,86.9,.5,91.7
119,수원,2023-09-05 01:28,25.2,0,82.5,1,91.4
119,수원,2023-09-05 01:29,25.2,0,37.9,.9,91.1
119,수원,2023-09-05 01:30,25.2,0,78.9,1.9,91
119,수원,2023-09-05 01:31,25.2,0,64.9,1.4,90.8
119,수원,2023-09-05 01:32,25.3,0,71.4,1.2,90.4
119,수원,2023-09-05 01:33,25.4,0,88,.9,89.9
119,수원,2023-09-05 01:34,25.4,0,133.8,.7,90
119,수원,2023-09-05 01:35,25.4,0,97.9,1,89.8
119,수원,2023-09-05 01:36,25.4,0,56.9,.6,89.6
119,수원,2023-09-05 01:37,25.5,0,24.9,.5,89.5
119,수원,2023-09-05 01:38,25.5,0,120.7,1,89.9
119,수원,2023-09-05 01:39,25.5,0,21.6,.9,89.9
119,수원,2023-09-05 01:40,25.4,0,11,.7,90.2
119,수원,2023-09-05 01:41,25.4,0,22,1.1,90.2
119,수원,2023-09-05 01:42,25.4,0,29.7,.9,90.3
119,수원,2023-09-05 01:43,25.4,0,34.9,1.1,90.2
119,수원,2023-09-05 01:44,25.4,0,53.3,1.2,90
119,수원,2023-09-05 01:45,25.4,0,51.7,.9,89.9
119,수원,2023-09-05 01:46,25.4,0,59,.8,90.1
